ROW_NAMES	SARS.CoV2_E	SARS.CoV2_M	SARS.CoV2_N	SARS.CoV2_nsp1	SARS.CoV2_nsp2	SARS.CoV2_nsp4	SARS.CoV2_nsp5	SARS.CoV2_nsp5_C145A	SARS.CoV2_nsp6	SARS.CoV2_nsp7	SARS.CoV2_nsp8	SARS.CoV2_nsp9	SARS.CoV2_nsp10	SARS.CoV2_nsp11	SARS.CoV2_nsp12	SARS.CoV2_nsp13	SARS.CoV2_nsp14	SARS.CoV2_nsp15	SARS.CoV2_orf3a	SARS.CoV2_orf3b	SARS.CoV2_orf6	SARS.CoV2_orf7a	SARS.CoV2_orf8	SARS.CoV2_orf9b	SARS.CoV2_orf9c	SARS.CoV2_orf10	SARS.CoV2_Spike	
FASTKD3	0	0.3838142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.696087	0	0.1841651	0	0	
NCAPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4772563	0.3051175	0	1.557325	0	0	
PCLAF	0.8464997	0.9747366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.126589	0	0	0	0	0	0.3051175	0	0	0	0	
SPCS2	2.096071	0	0	0	0	0.9401754	0	0	-0.09765524	0.9869426	0	0	0	0	0	0	0	0	0	0	2.387273	-0.15315	-0.481272	0	17.29443	0	0	
HERPUD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.318618	0	0	2.202711	0	0	
MAD2L1BP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.959927	0	0	0	
MORF4L2	0	0	0	0	0	0	0	0	0	0	0	0.4808933	0	1.38608	0	0.03516094	0.8988455	0	0.3277212	0.8659263	0	0.2495132	0.07737442	0	0	0	0.5861698	
NCAPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
EXOSC7	0	0	0	0	0	0	0	0	0	0	10.66802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ACAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
EFTUD2	0	0	0.5740864	0.7685789	0.2452187	0	0	0	0	0	7.145898	0	0	0	0	0	0	0	0.1506842	0	0	0	0	0	0	0	0	
R3HDM1	0	0	0	0	0	0	0	5.620814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TRAM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
ARL6IP1	0	2.966483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.663443	0	0	
SLC39A14	0	6.428796	0	0	0	0.15092	0	0	7.380117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.938877	0	0	
RRS1	0	0	2.901318	0	0.08028103	0	0	0	0	0	11.99259	0	0	0	0	0	0	0	-0.01425347	0	0	0	0	0	0	0	0	
POLD3	0	0.443176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.866069	0	0.7639505	0	0	
EIF4H	0	0	0	0	0	0.0852696	0	0	0	0	0	21.66085	0	0	0	0	0	0	0	0	0	0	0	0.2231214	0	0.1600861	0	
BRD3	6.981653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
WDR43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.298705	0	0	0	0	0	0	0	0	
OXA1L	0	0.9328549	0	0	0	0	0	0	0.5347617	0	0	0	0	0	0	0	0	0	0.08056374	0	0	0	0	0	7.749356	0	0	
ZNF146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.99854	0	0	0	0	
PDK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
PDK3	0	2.224751	0	0	0	0	0	0	0.3502347	0	0	0	0	0.5223835	0	0.1085492	0	0	0	0	0	0	0.1507626	0	0	0	0	
EBP	0	5.244733	0	0	0	1.078301	0	0	3.208903	0	0	0	0	0	0	0	0	0	-0.01425347	0	0	-0.09246142	0	0	1.048109	0	0	
PLEC	0	0	0	0	0.3890858	0	0	0	0.2436765	0	0	0	0	0	0.4084582	1.114696	0	0	1.072512	0.8327563	0	0	0	0	0	1.233009	0	
PCM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.71614	0	0	0	0	0	0	0	0	0	0	0	
NOMO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838226	0	0	0	0	
PON2	0	-0.6487135	0	0	0	6.251084	0	0	0	-0.2960175	0	0	0	-0.1905814	0	0	0	0	0	0	0	1.799973	1.033551	0	3.766422	13.16972	-0.05340687	
PPP2R5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.064142	0	0	
PTGES3	0	0	0	0	0	1.482659	0	0	0	0	0.6934445	0	0	0	0	0	0	2.519185	0	0	0	0	0	0	0	0	0	
NONO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.19719	0	0	0	0	0	0	0	0	
PWP2	0	0	0	0	0.3890858	0	0	0	0	0	5.80426	0	0	0	0	0	0	0	0.2945512	0	0	0	0	0	0	0	0	
RABEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.472121	0	0	0	0	0	0	0.1932308	0	0	0.5226282	0	
RAB35	0	0	0	0	0	0	0	0	0	4.805332	0	0	0	0	0	0.1060679	0	0	0	0	0	0	0.7755402	0	0	0	0	
RNPS1	5.560239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RCN1	0	17.34846	0	0	0	-0.02102567	0	0	0	-0.2588477	-0.7615146	0	0	0	-0.05973809	0	0	0	-0.03385628	0	0	0.4040958	7.371264	0	-0.9845443	1.797676	0	
ERBB4	0	0	0	0	0	0	0	0	0	0	0.4753508	1.013006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TMED2	0	0.5619585	0	0	0	2.147473	0	0	1.18539	0.8082518	0	0	0	0	0	0.2113245	0	0	0	0	0	-0.1931815	0.3814577	0	3.647956	0	0	
ELOC	0	0	0	0	0.2099738	0	0	0	-0.2756903	0.05019605	-0.08910186	0.891561	0	1.436505	0	-0.5173759	0	0	0	0.3133894	0	0	-0.4902397	0.8579664	-0.6322215	19.48993	2.878085	
ELOB	1.168575	0	0	0	0.1453646	0	0	0	0	0.06666813	0	0	0	0.8239077	0	0	0	0	0	0	0	-0.02737782	0	0.866162	-0.3565757	11.55414	0.3092788	
UBE3C	0	0.1447804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.638234	-0.3653203	0	10.30123	0	0	
TOMM20	0	0	0	0	0	0.2190731	0	0	0	0.230677	0.5945886	0	0	0	0	0	0	0	0	0	0	0.7518864	1.710702	0	0.5251267	0	0	
DHCR24	0.09205818	2.571074	0	0	0	0.518532	0	0	1.44348	3.260983	0	0	0	0	0	0	0	0	0	0	0.1643113	0.2687076	0	0	5.705876	0.2309966	0	
SF3B3	0	0	0	0	0	0	0	0	0	0	29.87046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PUM3	0	0	3.383102	0	0	0	0	0	0	0	32.08763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SAFB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.807543	0	0	0	0	0	0	0	0	
SF3B4	0.4621633	0	0.06950158	0	0	0.830522	0	0	0	0	0.9939219	0	0	0	0	0	0	0.6858896	0.1711279	1.914645	0	0.09291994	0	0.3132138	0	0.9824221	0	
SF3A2	0.5579265	0	0	0.8847857	0	0.2711252	0	0	0	0	0	0	0	0.3881652	0	0	0	2.061476	0.2668911	0	0.6301796	0.1886831	0	0	0	0.3459417	1.541083	
SEC23A	0	0	0	0	0	0	0	0	1.037698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SHB	0	0	0	0	0	0	0	0	0	0	0	0	0	4.876049	0	0	0	0	0	0	0	0	0	0	0	0	0	
SLC9A3R2	0	0	0	0	0	0	0	0	0.3477535	0	0	0	0	0	0	0.6898341	0	3.876511	0	0	0	0	0	0	0.4566627	0	0	
TRAM1	0.3670052	5.529007	0	0	0	0.07915175	0	0	2.387604	1.614924	0	0	0	0	0	0	0	0	-0.3439727	0	0.5137009	-0.1706727	-0.7321646	0	11.34343	-0.2649221	0	
TRIP13	-0.3145577	9.862313	0	0	0	-0.7464569	0	0	-0.6142426	3.408116	-2.021099	0	0	-0.09814281	0	0	0	0	0	-0.06738796	0	4.969787	2.280103	0	6.286508	8.598544	-0.2303244	
HMGN3	0	-0.2270901	0	0	0.1765156	0	1.056751	0	0	0	0	0.2351532	0.5042434	0.2032552	0.195888	0.04694443	0	1.686053	1.35709	0	1.378516	0.003773109	-0.1683657	0.2240669	-0.3254248	0	0.3404297	
TRIP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.260919	0	0	0	0	0	0	2.466542	
MAPRE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.028306	0	0	0	0	0	0	0	0	0	0	0	
ELAVL1	0	0	3.04805	0	4.236904	0	0	0	0	0	0	0	4.895176	0	0	0	0	0	6.712346	0	0	0	0	0	0	0	0	
SLC1A5	-0.2567992	7.552334	0	0	-0.4533001	0.7159078	0	0	10.99067	2.924048	-2.046793	0	0	-0.183945	0	0	0	0	-0.3541303	0.4549331	-0.1845461	0.5170252	-0.6343697	0	5.671654	-0.4772896	-0.1130573	
MLF2	0	5.362161	0	0	0	0	0	0	0.1196335	0	0	0	0	0	0	0	0	0	0	0	0	0.09230022	0	0	-0.006490068	1.864901	0	
TOMM34	3.172208	0	0	0	0.7396835	0	0	0	2.633043	0	0	0	0	0.7939729	0	2.743194	0	0	0	0	1.285336	0	0	0.8362272	0	0	0	
MSMO1	0	3.141627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
NPTX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.78201	0	0	0	0	
NEDD8	0	0	0	0	0	0.3644061	0	0	0	0	0	0	2.063063	1.451966	0	0	0	0	0	0	0.7234605	0	0	0	0	2.43964	0	
ATP6AP1	0	0	0	0	0	0	0	0	15.7227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ADRM1	0	0.5782341	0	0	0	1.214339	0	0	0.3092973	1.237898	0	0	0	0	0	0	0	0	0	0	0	0.2819641	0	0	0	0	0.6186207	
INA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.03249	0	0	0	0	0	0	0	0	0	0	0	
DDB1	2.564443	-0.1755313	0	0	0	-0.1104787	0	0	0	0	9.123094	0	0	0	0	0	0	0	0	0	0	-0.1929207	0.3825086	0.02737309	-0.4735151	0.4020789	0	
DPYSL2	0	0	0	0	0	0	0	0	0	0	0	3.762863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RBBP7	0	-0.1379433	0	0	0	0	0	0	0	2.607338	5.544793	0	0	0	0	0	0	0	0	0	0	0	0	0.3132138	0	0	0	
SGCB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.241931	0	0	0	0	
OCLN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.128284	0	0	
SRSF7	0	0	0	0	3.884602	0	0	0	0	0	4.028837	4.239981	0	0	0	0	0	0	5.19252	0	0	0	0	0	0	0	0	
CPSF6	0	0	0	0	0	0	0	0	25.15632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DBN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.50126	0	0	0	0	0	0	0	0	0	0	0	
ZSCAN26	0	0	0	0	0	0	0	0	0	0	0	0	0	1.209847	0	0	0	0	0	0	0	0	0	0	0	0	0	
DECR1	0	0.4136429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.114655	0	0	
NDUFA5	0	0.6496185	0	0	0	1.152114	0	0	0.009110765	-0.162501	0	0	0	0	15.01758	0	0	0	0	0	0	0.3312477	0.5384724	0	0.8430707	0	0	
UBE2S	5.858595	0	0	0	0.17557	0	2.618088	0	1.975366	0	0	0	0	0.8852338	0	0.4676786	0	0	0	0	0.444324	0	-0.1693113	0.2231214	0	0	0	
HAGH	0	0	0	0	0	0	0	0	0	0	0	3.069716	0	0	0	1.719012	0	0	0	0	0	0	0	0	0	0	0	
NDUFA9	0	-0.05069776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1999472	0	12.83605	0	0	
CYP51A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
UGT8	0	0	0	0	0	0	0	0	0	0.8756722	0	0	0	0	0.9737411	0	0	0	0	0	0	0	0	0	0	0	0	
IMMT	0	-0.580955	0	0	0	13.19499	0	0	1.496551	10.90294	0	0	0	0.0341913	0	-1.138474	0	-0.3311521	3.438384	-0.3077087	48.0394	15.91416	-3.186207	0	14.27374	-0.8604618	-0.7182483	
KNOP1	0	0	-0.07846717	0	0	0	0	0	0	0	15.73161	0	0	0	0	0	0	0	0.02315914	0	0	0	0	0	0	0	0	
HNRNPUL2	0	0	0	0	0	0	0	0	0	0	0.05909415	1.686067	0	0	0	0	0	0	2.452837	0.9817826	0	0	0	0	0	0	0	
KIF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7960125	0	0	0	0	0	0	0	0	0	0	0	
WASHC4	0	0	0	0	13.15759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PROSER3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.846358	0	0	0	0	0	0	0	0	0	0	0	0	
TSR1	3.641616	0	0	0	0	0	2.237284	0	1.21944	0	1.087239	0	0	1.153357	0	1.736273	0	1.303328	0	0	0.9957915	0.09941991	0	0	0	0	1.569037	
DPY19L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.128284	0	0	
TYSND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.28514	0	0	0	0	0	0	0	0	0	0	0	0	
ALG11	0	-0.2718778	0	0	0	20.23007	0	0	0	6.233626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TUSC1	0	0	0	3.196326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4723673	0	0	0	0	
SMU1	1.726711	0	0	0	0	0	0	0	0	0	0	0	0	3.655384	0	1.987506	0	0	0	0	0	0	0	0	0	0	0	
PGS1	0	0	0	0	0	0	0	0	0	1.104411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C18orf21	0	0	0	0	0.4222557	0	0	0	0	0	-0.05676222	0	0	0	0	0	0	0.8424829	0.3277212	0	0.6910097	0.2495132	0.07737442	0	-0.07968466	0	1.664586	
P3H1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.269227	0	0	2.43964	0	
TWISTNB	0	0	0	0	0	0	0	0	5.354831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.67382	0	0	5.307934	
MAP7D1	0	0	0	0	0	0	2.378158	0	0	-0.021301	-0.3815372	0	0	0	0	-0.3296992	0	0.4776227	0	0	0	0	0	0	0	25.10379	0	
LSM12	0	0	0	6.499936	0	0	0	0	4.091854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.306861	
HSDL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.745309	0	0	
ARL13B	0	0.1849043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.846932	0	0.6502467	0	0	
ALDH1L2	0	0.8475474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.22287	0	0	0.02051078	0	
VMA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.382975	0	0	
TUBB8	0	-1.804	0	3.42078	1.589746	1.200923	0	0	0.2678438	0.4670021	-2.535888	0.6042797	4.56909	1.320076	2.90003	-1.929297	6.921361	0	-0.3240361	0	0	1.176541	-0.02176944	5.214322	-2.8976	1.448983	1.242319	
TIMM50	-0.05991632	2.740778	0	0	0	1.596372	0	0	0.4297419	2.226388	-3.90457	0	0	7.023263	8.976469	-2.411984	0	0	0.6965606	0.4187703	1.163734	3.477335	4.232312	0.1497662	-1.99179	4.323841	0.9713577	
SLFNL1	0	0	0	0	0	0	0	0	0	0	0	0	1.510835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GLYR1	0	0	2.51288	0	0	0	0	0	0	0	18.09446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
C16orf91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.550422	1.444317	0	
LARP7	0	0	0	0	0	0	0	0	0	0	27.03276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TBC1D10B	3.072569	0	0	3.461591	2.078156	0	0	0	1.342297	0	0	0	0	4.791818	0	1.443522	0	0	0	4.323398	0	0	0	0	0	2.755615	3.842875	
ANO6	0	22.03863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
IQCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20248	0	0	0	0	0	0	0	0	0	0	0	0	
GRIPAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.77693	0	0	0	0	0	0	0	0	0	0	0	
AMOT	0	0	0	0	0.5255279	0	0	0	0	0	0	0	0	0.606557	0	38.21183	0.2841553	0	-0.10815	0.2512361	0	0	0	-0.1448831	0	0	-0.02852034	
TMEM259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.064142	0	0	
MPPE1	0	0	0	0	0	4.404343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
HSD17B12	0.09196892	10.89937	0	0	0	0.9644593	0	0	0.4634701	-0.6075222	-2.597855	0	0	0.1509086	-0.5126374	0	0	0	1.375343	0	0	1.899213	0.6650145	-0.09870494	11.39567	2.751702	0	
USP39	1.796632	0	0	0	0	0	0	0	2.045927	0	0.4251245	0	0	0	0	0.06761178	0	0	0	0	0.7234605	0	0	0	0	0	0	
AGK	-0.3482049	0.1605058	0	0	0	13.22655	0	0	-0.9275632	47.54583	0	0	0	-0.5179662	0	0	0	0	0.4102439	0	-0.08578172	-0.2225295	2.511982	0	1.992369	-0.5888818	0	
UNC50	0	3.337957	0	0	0	0	0	0	0.9097043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.280826	0	0	
FASTKD1	0	12.07044	0	0	0	-0.1664883	0	0	0	0	0	0	0	-0.04944831	0	0	0	0	0	0	0	4.358821	-0.4210692	0	2.411008	0	0	
TMEM177	0	0	0	0	0	0	0	0	0	2.653552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.370995	0	0	
HSP90AB2P	0	1.855308	0	0	0	0	0	0	0	0	0	0	0	0	0.6693712	0	0	0	0	0	0	0	0	0.6975502	0	0	0	
TMEM41B	0	2.527027	0	0	0	0	0	0	1.35278	0.7734897	0	0	0	0	0	0	0	0	0	0	0	0.05322551	0	0	1.93106	0	0	
TMEM97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.873593	0	0	
TMEM128	0	0	0	0	3.585174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
YIF1B	0	4.812632	0	0	0	0	0	0	1.024676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.322292	0	0	
ZNF326	0	0	0.3151719	0	0	0	0	0	0	0	14.7019	0	0	0	0	0	0	0	0.02315914	0	0	0	0	0	0	0	0	
NOM1	0	0.2346423	0	0	0	0	0	0	0	0	1.728436	0	0	0	0	0	0	0	0	0	0	0.7033647	0	0	2.291707	0	0	
PDZD11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.287756	0	0	0	0	0	0	0	0	0	0	0	0	
DNAJC21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.603334	0	0	0	0	0	0	0	0	0	
PIGG	0	2.940656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.749356	0	0	
PPP6R3	0	2.076947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2211992	0	0	
RABL3	0	0	0	0	0	0.1982227	0	0	4.035476	0.7314956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.69468	0	0	
TECRL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.095733	0	0	0	0	0	0	2.33528	4.208239	
FAM76B	0	0	0	0	0	6.991098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.047925	
COQ5	0	3.94475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ZC3H12B	0	0	0	0	0	0	1.7008	1.492327	0	0.7418687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ALG10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
EARS2	0	6.155972	0	0	0	-0.2668817	0	0	-0.3219905	-0.2552778	0	0	0	0	0	0	0	0	-0.2711158	0	0	1.486506	1.881256	0	7.656273	0.526647	0	
FAM47A	0	0	0	0	0	0	0	1.854869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
PITRM1	0	16.21242	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2271981	0	0	0	0	0	0	0	0	0	0	0	
PRRC2B	0	0	0	0	0	0.3432105	0	0	0	0	0	0	0	0.5808371	30.98069	0	0	0	0	1.427333	0	0	0	0	0	0	0	
RRP12	0	0	2.038649	0	0	0	0	0	0	0	19.88223	0	0	0	0	0	0	0	-0.2546332	0	0	0	0	0	3.005812	0	0	
TOR1AIP1	0	0	0	0	0	0	0	0	0	5.673748	0	0	0	0	0	0	0	0	0	0	0	0	1.337106	0	-0.08167262	0	0	
CEP78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.616147	0	0	0	0	0	0	0	0	0	0	0	
PCID2	0	0.3195338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3782583	0	0.9235854	0	0	
SPECC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.616147	0	0	0	0	0	0	0	0	0	0	0	
WDR45B	0	0	0	0	3.585174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
DNTTIP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.210133	0	0	0	0	0	0	0	0	
EXOSC6	0	0	0.1929249	0	0	0	0	0	0	0	6.790247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
TMEM201	0	0	0	0	0	1.442624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1844655	0	0	20.48152	0	0	
ATAT1	0	0	0	0	0	2.329457	0	0	0	0	0	0	0	0	0	1.430081	0	2.328942	0	0	0	0	0	0	0	0	0	
SNAP47	0	0.4136429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.433533	0	0	0	0	
NUP188	0	7.319128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.837678	0	0	3.773912	0	0	
MANEA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.378305	0	0	0	0	
HP1BP3	0	0	1.701168	0	0	0	0	0	0	0	17.55843	0	0	0.02396899	0	0	0	0	0.2769251	0	0	0	0	0	0	0	0	
SLC25A30	0	0	0	0	0	0	0	0	0	1.104411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CEP170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.03501	0	0	0	0	0	0	0	0	0	0	0	
ODR4	0	1.314304	0	0	0	0	0	0	0	0.7385521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
RARS2	0	9.792661	0	0	0	0	0	0	0	0	-0.4386368	0	0	0	0	0	0	0	0	0	0	-0.1660598	2.18882	0	5.680903	0	0	
FKBP15	0	0	0	0	70.52036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
SLC35F1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6811669	0	0	
ZC3H13	0	0	0	0	0	0	0	0	0.5045896	0	0	0.7086364	0	0.6767384	0	0	0	0	1.602245	0	0	0	0	0	0	0	0	
SPOUT1	0	0	0	0	0	0	0	0	0	0	4.267208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
GPATCH4	0.1354026	0	2.737652	0	0	0	0	0	0	0	19.62622	0	0	-0.03435868	0	0	0	0	-0.1556328	0.3825723	0	0	0	0	0	0	0	
UBR4	0	0	0	0	0	0.3859241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.36633	0	0.0189775	0	0	
UBAP2	0	0	0	0	0	-0.07382027	0.8967153	0	0	0	0	1.336292	0	0	32.19355	-0.3706146	0	0	0	0	0	0	0	0	0	0	0	
KPRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.603334	0	0	0	0	0	0	0	0	0	
RBM26	0	0.4169595	0	0	0	0	0	0	0	0.7418687	0	0	0	0	0	0.4334704	0	0	0	0	0	0	0	0	0	0	0	
ATAD3B	0	-1.812261	0	119.4535	-0.5602992	0	0	0	0	0	-1.039317	0	0	-0.5081847	23.45277	-2.083	0	0	0	0	6.445946	-1.112676	2.181211	0	-0.2464287	0	0	
WLS	0	6.514227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2271876	0	5.322292	0	0	
INTS11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.378305	0	0	0	0	
DCAF8	0	0	0	0	0	0	0	0	0	0	2.133604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
ATP1A1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.230659	0	0	0	
MICOS10	0	0.1865584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8589181	0	0.2452829	0	1.376007	0	0	
VPS13D	0	0	0	0	0	0	1.834604	1.62613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CROCC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.412159	0	0	0	0	0	0	0	0	0	0	0	
CEP350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.67694	0	0	0	0	0	0	0	0	0	0	0	
MTARC1	0	0	0	0	0	0	0	0	0	20.54775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1891045	0	0	
PDE4DIP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.09581	0	0	0	0	0	0	0	0	0	0	0	
